AMARAL  L,CAMACHO  J,259
AMARAL  L,MOSSA  S,260
AMARAL  L,TURTSCHI  A,261
AMARAL  L,EDLING  C,262
AMARAL  L,LILJEROS  F,263
AMARAL  L,ABERG  Y,264
AMARAL  L,MOREIRA  A,265
AMARAL  L,ANDRADE  J,266
SCALA  A,BARTHELEMY  M,267
SCALA  A,STANLEY  H,268
BARTHELEMY  M,STANLEY  H,269
BARTHELEMY  M,BARRAT  A,270
BARTHELEMY  M,PASTORSATORRAS  R,271
BARTHELEMY  M,VESPIGNANI  A,272
BARTHELEMY  M,GONDRAN  B,273
BARTHELEMY  M,GUICHARD  E,274
BARTHELEMY  M,MOSSA  S,275
BARTHELEMY  M,HERRMANN  C,276
BARTHELEMY  M,PROVERO  P,277
STANLEY  H,MANTEGNA  R,278
STANLEY  H,HERRMANN  H,279
STANLEY  H,MOSSA  S,280
STANLEY  H,HONG  D,281
STANLEY  H,EDLING  C,282
STANLEY  H,LILJEROS  F,283
STANLEY  H,ABERG  Y,284
AMENGUAL  A,HERNANDEZGARCIA  E,285
AMENGUAL  A,MONTAGNE  R,286
AMENGUAL  A,SANMIGUEL  M,287
HERNANDEZGARCIA  E,MONTAGNE  R,288
HERNANDEZGARCIA  E,SANMIGUEL  M,289
MONTAGNE  R,SANMIGUEL  M,290
SANMIGUEL  M,EGUILUZ  V,291
SANMIGUEL  M,SUCHECKI  K,292
SANMIGUEL  M,ZIMMERMANN  M,293
ANCELMEYERS  L,NEWMAN  M,294
ANCELMEYERS  L,MARTIN  M,295
ANCELMEYERS  L,SCHRAG  S,296
NEWMAN  M,MARTIN  M,297
NEWMAN  M,SCHRAG  S,298
NEWMAN  M,SNEPPEN  K,299
NEWMAN  M,SOLE  R,300
NEWMAN  M,CALLAWAY  D,301
NEWMAN  M,HOPCROFT  J,302
NEWMAN  M,KLEINBERG  J,303
NEWMAN  M,STROGATZ  S,304
NEWMAN  M,WATTS  D,305
NEWMAN  M,CLAUSET  A,306
NEWMAN  M,MOORE  C,307
NEWMAN  M,DODDS  P,308
NEWMAN  M,GASTNER  M,309
NEWMAN  M,GIRVAN  M,310
NEWMAN  M,HOLME  P,311
NEWMAN  M,GHOSHAL  G,312
NEWMAN  M,JIN  E,313
NEWMAN  M,LUSSEAU  D,314
NEWMAN  M,FORREST  S,315
NEWMAN  M,BALTHROP  J,316
NEWMAN  M,LEICHT  E,317
NEWMAN  M,PARK  J,318
NEWMAN  M,PORTER  M,319
NEWMAN  M,MUCHA  P,320
NEWMAN  M,WARMBRAND  C,321
MARTIN  M,SCHRAG  S,322
ANDERSON  C,WASSERMAN  S,323
ANDERSON  C,CROUCH  B,324
WASSERMAN  S,CROUCH  B,325
WASSERMAN  S,FAUST  K,326
WASSERMAN  S,PATTISON  P,327
ANDERSON  P,ARROW  K,328
ANDERSON  P,PINES  D,329
ARROW  K,PINES  D,330
ANDERSON  R,MAY  R,331
ANDERSON  R,GUPTA  S,332
MAY  R,GUPTA  S,333
MAY  R,NOWAK  M,334
MAY  R,LLOYD  A,335
APIC  G,GOUGH  J,336
APIC  G,TEICHMANN  S,337
GOUGH  J,TEICHMANN  S,338
ARENAS  A,CABRALES  A,339
ARENAS  A,DIAZGUILERA  A,340
ARENAS  A,GUIMERA  R,341
ARENAS  A,VEGAREDONDO  F,342
ARENAS  A,DANON  L,343
ARENAS  A,GLEISER  P,344
ARENAS  A,PASTORSATORRAS  R,345
ARENAS  A,BOGUNA  M,346
ARENAS  A,GIRALT  F,347
CABRALES  A,DIAZGUILERA  A,348
CABRALES  A,GUIMERA  R,349
CABRALES  A,VEGAREDONDO  F,350
DIAZGUILERA  A,GUIMERA  R,351
DIAZGUILERA  A,VEGAREDONDO  F,352
DIAZGUILERA  A,DANON  L,353
DIAZGUILERA  A,GLEISER  P,354
DIAZGUILERA  A,PASTORSATORRAS  R,355
DIAZGUILERA  A,BOGUNA  M,356
DIAZGUILERA  A,GUARDIOLA  X,357
DIAZGUILERA  A,LLAS  M,358
DIAZGUILERA  A,PEREZ  C,359
DIAZGUILERA  A,GIRALT  F,360
DIAZGUILERA  A,RUBI  M,361
DIAZGUILERA  A,VRAGOVIC  I,362
DIAZGUILERA  A,LOUIS  E,363
GUIMERA  R,VEGAREDONDO  F,364
GUIMERA  R,DANON  L,365
GUIMERA  R,GLEISER  P,366
GUIMERA  R,CAMACHO  J,367
GUIMERA  R,GIRALT  F,368
GUIMERA  R,MOSSA  S,369
GUIMERA  R,TURTSCHI  A,370
DANON  L,GLEISER  P,371
DANON  L,GIRALT  F,372
ASHWIN  P,BUESCU  J,373
ASHWIN  P,STEWART  I,374
BUESCU  J,STEWART  I,375
ATAY  F,JOST  J,376
ATAY  F,WENDE  A,377
JOST  J,WENDE  A,378
JOST  J,JOY  M,379
AUMANN  R,HART  S,380
BADER  G,HOGUE  C,381
BAIESI  M,PACZUSKI  M,382
PACZUSKI  M,BASSLER  K,383
PACZUSKI  M,CORRAL  A,384
BAIRD  D,ULANOWICZ  R,385
ULANOWICZ  R,KRAUSE  A,386
ULANOWICZ  R,FRANK  K,387
ULANOWICZ  R,MASON  D,388
ULANOWICZ  R,TAYLOR  W,389
BAKER  W,FAULKNER  R,390
BAKER  W,DAVIS  G,391
BAKER  W,YOO  M,392
BAK  P,SNEPPEN  K,393
SNEPPEN  K,ERIKSEN  K,394
SNEPPEN  K,SIMONSEN  I,395
SNEPPEN  K,MASLOV  S,396
SNEPPEN  K,TRUSINA  A,397
SNEPPEN  K,MINNHAGEN  P,398
SNEPPEN  K,ZALIZNYAK  A,399
SNEPPEN  K,ROSVALL  M,400
BALL  F,MOLLISON  D,401
BALL  F,SCALIATOMBA  G,402
MOLLISON  D,SCALIATOMBA  G,403
BANAVAR  J,MARITAN  A,404
BANAVAR  J,RINALDO  A,405
BANAVAR  J,HOLTER  N,406
BANAVAR  J,MITRA  M,407
BANAVAR  J,CIEPLAK  M,408
BANAVAR  J,FEDROFF  N,409
MARITAN  A,RINALDO  A,410
MARITAN  A,VESPIGNANI  A,411
MARITAN  A,VAZQUEZ  A,412
MARITAN  A,HOLTER  N,413
MARITAN  A,MITRA  M,414
MARITAN  A,CIEPLAK  M,415
MARITAN  A,FEDROFF  N,416
MARITAN  A,RIGON  R,417
MARITAN  A,GIACOMETTI  A,418
MARITAN  A,RODRIGUEZITURBE  I,419
MARITAN  A,FLAMMINI  A,420
RINALDO  A,RIGON  R,421
RINALDO  A,GIACOMETTI  A,422
RINALDO  A,RODRIGUEZITURBE  I,423
BANKS  D,CARLEY  K,424
BIANCONI  G,CAPOCCI  A,425
RAVASZ  E,NEDA  Z,426
RAVASZ  E,SCHUBERT  A,427
RAVASZ  E,FARKAS  I,428
RAVASZ  E,DERENYI  I,429
RAVASZ  E,SOMERA  A,430
RAVASZ  E,MONGRU  D,431
NEDA  Z,SCHUBERT  A,432
NEDA  Z,FARKAS  I,433
NEDA  Z,DERENYI  I,434
SCHUBERT  A,FARKAS  I,435
SCHUBERT  A,DERENYI  I,436
BARAHONA  M,PECORA  L,437
PECORA  L,BOCCALETTI  S,438
PECORA  L,PELAEZ  A,439
PECORA  L,FINK  K,440
PECORA  L,JOHNSON  G,441
PECORA  L,CARROLL  T,442
PECORA  L,HEAGY  J,443
BARBOUR  A,REINERT  G,444
BARJOSEPH  Z,GERBER  G,445
BARJOSEPH  Z,LEE  T,446
BARJOSEPH  Z,RINALDI  N,447
BARJOSEPH  Z,YOO  J,448
BARJOSEPH  Z,ROBERT  F,449
BARJOSEPH  Z,GORDON  D,450
BARJOSEPH  Z,FRAENKEL  E,451
BARJOSEPH  Z,JAAKKOLA  T,452
BARJOSEPH  Z,YOUNG  R,453
GERBER  G,LEE  T,454
GERBER  G,RINALDI  N,455
GERBER  G,YOO  J,456
GERBER  G,ROBERT  F,457
GERBER  G,GORDON  D,458
GERBER  G,FRAENKEL  E,459
GERBER  G,JAAKKOLA  T,460
GERBER  G,YOUNG  R,461
LEE  T,RINALDI  N,462
LEE  T,YOO  J,463
LEE  T,ROBERT  F,464
LEE  T,GORDON  D,465
LEE  T,FRAENKEL  E,466
LEE  T,JAAKKOLA  T,467
LEE  T,YOUNG  R,468
RINALDI  N,YOO  J,469
RINALDI  N,ROBERT  F,470
RINALDI  N,GORDON  D,471
RINALDI  N,FRAENKEL  E,472
RINALDI  N,JAAKKOLA  T,473
RINALDI  N,YOUNG  R,474
YOO  J,ROBERT  F,475
YOO  J,GORDON  D,476
YOO  J,FRAENKEL  E,477
YOO  J,JAAKKOLA  T,478
YOO  J,YOUNG  R,479
ROBERT  F,GORDON  D,480
ROBERT  F,FRAENKEL  E,481
ROBERT  F,JAAKKOLA  T,482
ROBERT  F,YOUNG  R,483
GORDON  D,FRAENKEL  E,484
GORDON  D,JAAKKOLA  T,485
GORDON  D,YOUNG  R,486
FRAENKEL  E,JAAKKOLA  T,487
FRAENKEL  E,YOUNG  R,488
JAAKKOLA  T,YOUNG  R,489
BARRAT  A,PASTORSATORRAS  R,490
BARRAT  A,VESPIGNANI  A,491
BARRAT  A,WEIGT  M,492
PASTORSATORRAS  R,VESPIGNANI  A,493
PASTORSATORRAS  R,BOGUNA  M,494
PASTORSATORRAS  R,SOLE  R,495
PASTORSATORRAS  R,CALDARELLI  G,496
PASTORSATORRAS  R,DOROGOVTSEV  S,497
PASTORSATORRAS  R,MORENO  Y,498
PASTORSATORRAS  R,VAZQUEZ  A,499
PASTORSATORRAS  R,RUBI  M,500
PASTORSATORRAS  R,SMITH  E,501
PASTORSATORRAS  R,RAMASCO  J,502
PASTORSATORRAS  R,KEPLER  T,503
VESPIGNANI  A,BOGUNA  M,504
VESPIGNANI  A,CALDARELLI  G,505
VESPIGNANI  A,CASTELLANO  C,506
VESPIGNANI  A,VILONE  D,507
VESPIGNANI  A,MORENO  Y,508
VESPIGNANI  A,VAZQUEZ  A,509
VESPIGNANI  A,LEONE  M,510
VESPIGNANI  A,ZECCHINA  R,511
VESPIGNANI  A,NEKOVEE  M,512
VESPIGNANI  A,FLAMMINI  A,513
WEIGT  M,VAZQUEZ  A,514
BARRETO  E,SO  P,515
BARRETO  E,GLUCKMANN  B,516
BARRETO  E,SCHIFF  S,517
SO  P,GLUCKMANN  B,518
SO  P,SCHIFF  S,519
GLUCKMANN  B,SCHIFF  S,520
GONDRAN  B,GUICHARD  E,521
BATAGELJ  V,MRVAR  A,522
BATTISTON  S,CATANZARO  M,523
BATTISTON  S,CALDARELLI  G,524
BATTISTON  S,SERVEDIO  V,525
BATTISTON  S,GARLASCHELLI  D,526
BATTISTON  S,CASTRI  M,527
BATTY  M,LONGLEY  P,528
BAUER  M,BERNARD  D,529
BAUER  M,COULUMB  S,530
BCHKLOVSKII  D,SCHIKORSKI  T,531
BCHKLOVSKII  D,STEVENS  C,532
SCHIKORSKI  T,STEVENS  C,533
STEVENS  C,KLYACHKO  V,534
BEARMAN  P,MOODY  J,535
BEARMAN  P,STOVEL  K,536
MOODY  J,STOVEL  K,537
BEKESSY  A,BEKESSY  P,538
BEKESSY  A,KOMLOS  J,539
BEKESSY  P,KOMLOS  J,540
KOMLOS  J,PATURI  R,541
BELYKH  I,BELYKH  V,542
BELYKH  I,HASLER  M,543
BELYKH  V,HASLER  M,544
BENDER  E,CANFIELD  E,545
BENNAIM  E,FRAUENFELDER  H,546
BENNAIM  E,TOROCZKAI  Z,547
FRAUENFELDER  H,TOROCZKAI  Z,548
TOROCZKAI  Z,BASSLER  K,549
TOROCZKAI  Z,KOZMA  B,550
TOROCZKAI  Z,HENGARTNER  N,551
TOROCZKAI  Z,KORNISS  G,552
BERG  J,LASSIG  M,553
BERG  J,WAGNER  A,554
LASSIG  M,WAGNER  A,555
WAGNER  A,FELL  D,556
WAGNER  A,GLEISS  P,557
WAGNER  A,STADLER  P,558
BERLOW  E,DUNNE  J,559
BERLOW  E,WILLIAMS  R,560
BERLOW  E,MARTINEZ  N,561
BERNARDES  A,COSTA  U,562
BERNARDES  A,ARAUJO  A,563
BERNARDES  A,KERTESZ  J,564
COSTA  U,ARAUJO  A,565
KERTESZ  J,LAHTINEN  J,566
KERTESZ  J,KASKI  K,567
KERTESZ  J,ONNELA  J,568
KERTESZ  J,CHAKRABORTI  A,569
KERTESZ  J,KANTO  A,570
KERTESZ  J,JARISARAMAKI  J,571
KERTESZ  J,SZABO  G,572
KERTESZ  J,ALAVA  M,573
BERNARD  H,KILLWORTH  P,574
BERNARD  H,EVANS  M,575
BERNARD  H,MCCARTY  C,576
BERNARD  H,SHELLEY  G,577
KILLWORTH  P,EVANS  M,578
KILLWORTH  P,MCCARTY  C,579
KILLWORTH  P,SHELLEY  G,580
EVANS  M,MCCARTY  C,581
EVANS  M,SHELLEY  G,582
MCCARTY  C,SHELLEY  G,583
BHAN  A,GALAS  D,584
BHAN  A,DEWEY  T,585
GALAS  D,DEWEY  T,586
CAPOCCI  A,CALDARELLI  G,587
CAPOCCI  A,DELOSRIOS  P,588
CAPOCCI  A,MUNOZ  M,589
CAPOCCI  A,SERVEDIO  V,590
CAPOCCI  A,COLAIORI  F,591
BILKE  S,PETERSON  C,592
BLANCHARD  P,CHANG  C,593
BLANCHARD  P,KRUGER  T,594
BLANCHARD  P,VOLCHENKOV  D,595
BLANCHARD  P,VOLCHENKOVA  L,596
CHANG  C,KRUGER  T,597
BLASIUS  B,HUPPERT  A,598
BLASIUS  B,STONE  L,599
HUPPERT  A,STONE  L,600
BLOWER  S,SAMUEL  M,601
BLOWER  S,WILEY  J,602
SAMUEL  M,WILEY  J,603
BOCCALETTI  S,BRAGARD  J,604
BOCCALETTI  S,MANCINI  H,605
BOCCALETTI  S,KURTHS  J,606
BOCCALETTI  S,VALLADARES  D,607
BOCCALETTI  S,OSIPOV  G,608
BOCCALETTI  S,ZHOU  C,609
BOCCALETTI  S,PELAEZ  A,610
BOCCALETTI  S,MAZA  D,611
BOCCALETTI  S,MENDOZA  C,612
BOCCALETTI  S,HENTSCHEL  H,613
BOCCALETTI  S,CHAVEZ  M,614
BOCCALETTI  S,HWANG  D,615
BOCCALETTI  S,AMANN  A,616
BOCCALETTI  S,MORENO  Y,617
BOCCALETTI  S,LOPEZRUIZ  R,618
BOCCALETTI  S,VALLONE  A,619
BOCCALETTI  S,VANNUCCHI  F,620
BRAGARD  J,MANCINI  H,621
BRAGARD  J,MENDOZA  C,622
BRAGARD  J,HENTSCHEL  H,623
MANCINI  H,KURTHS  J,624
MANCINI  H,VALLADARES  D,625
MANCINI  H,MAZA  D,626
MANCINI  H,MENDOZA  C,627
MANCINI  H,HENTSCHEL  H,628
MANCINI  H,VALLONE  A,629
KURTHS  J,VALLADARES  D,630
KURTHS  J,OSIPOV  G,631
KURTHS  J,ZHOU  C,632
KURTHS  J,MAZA  D,633
KURTHS  J,PIKOVSKY  A,634
KURTHS  J,MOTTER  A,635
KURTHS  J,SCHNITZLER  A,636
KURTHS  J,ROSENBLUM  M,637
KURTHS  J,SCHAFER  C,638
KURTHS  J,ABEL  H,639
KURTHS  J,TASS  P,640
KURTHS  J,WEULE  M,641
KURTHS  J,VOLKMANN  J,642
KURTHS  J,FREUND  H,643
KURTHS  J,ZAKS  M,644
KURTHS  J,PARK  E,645
VALLADARES  D,OSIPOV  G,646
VALLADARES  D,ZHOU  C,647
VALLADARES  D,MAZA  D,648
OSIPOV  G,ZHOU  C,649
OSIPOV  G,PIKOVSKY  A,650
OSIPOV  G,ROSENBLUM  M,651
ZHOU  C,MOTTER  A,652
MAZA  D,VALLONE  A,653
BOGUNA  M,MORENO  Y,654
BOGUNA  M,VAZQUEZ  A,655
BOHLAND  J,MINAI  A,656
MINAI  A,LEVY  W,657
BOLLOBAS  B,RIORDAN  O,658
BOLLOBAS  B,SPENCER  J,659
BOLLOBAS  B,TUSNADY  G,660
RIORDAN  O,SPENCER  J,661
RIORDAN  O,TUSNADY  G,662
SPENCER  J,TUSNADY  G,663
BONANNO  G,LILLO  F,664
BONANNO  G,MANTEGNA  R,665
LILLO  F,MANTEGNA  R,666
BORDENS  M,GOMEZ  I,667
BORGATTI  S,EVERETT  M,668
BORGATTI  S,FOSTER  P,669
BORGATTI  S,WEEKS  M,670
BORGATTI  S,CLAIR  S,671
BORGATTI  S,RADDA  K,672
BORGATTI  S,SCHENSUL  J,673
BORGERS  C,KOPELL  N,674
KOPELL  N,ERMENTROUT  B,675
KOPELL  N,WHITTINGTON  M,676
KOPELL  N,TRAUB  R,677
KOPELL  N,BUHL  E,678
BORNHOLDT  S,EBEL  H,679
BORNHOLDT  S,ROHLF  T,680
BORNHOLDT  S,SCHUSTER  H,681
BORNHOLDT  S,DAVIDSEN  J,682
BORNHOLDT  S,MIELSCH  L,683
BORNHOLDT  S,REICHARDT  J,684
EBEL  H,DAVIDSEN  J,685
EBEL  H,MIELSCH  L,686
SCHUSTER  H,KOCH  C,687
SCHUSTER  H,NIEBUR  E,688
SCHUSTER  H,KAMMEN  D,689
BOTA  M,DONG  H,690
BOTA  M,SWANSON  L,691
DONG  H,SWANSON  L,692
MENDOZA  C,HENTSCHEL  H,693
HENTSCHEL  H,CHAVEZ  M,694
HENTSCHEL  H,HWANG  D,695
HENTSCHEL  H,AMANN  A,696
BREIGER  R,BOORMAN  S,697
BREIGER  R,ARABIE  P,698
BREIGER  R,WHITE  H,699
BOORMAN  S,ARABIE  P,700
BOORMAN  S,WHITE  H,701
BRIN  S,PAGE  L,702
BRIN  S,MOTWANI  R,703
BRIN  S,WINOGRAD  T,704
PAGE  L,MOTWANI  R,705
PAGE  L,WINOGRAD  T,706
BROADBENT  S,HAMMERSLEY  J,707
BRODER  A,KUMAR  R,708
BRODER  A,MAGHOUL  F,709
BRODER  A,RAGHAVAN  P,710
BRODER  A,RAJAGOPALAN  S,711
BRODER  A,STATA  R,712
BRODER  A,TOMKINS  A,713
BRODER  A,WIENER  J,714
KUMAR  R,MAGHOUL  F,715
KUMAR  R,RAGHAVAN  P,716
KUMAR  R,RAJAGOPALAN  S,717
KUMAR  R,STATA  R,718
KUMAR  R,TOMKINS  A,719
KUMAR  R,WIENER  J,720
KUMAR  R,SIVAKUMAR  D,721
KUMAR  R,UPFAL  E,722
